Cold emails,"SAMPLE E-MAIL OR LETTER TO AGENCIES FOR INTERNSHIP PLACEMENT
Dear Mr./Mrs. XXX,
My name is XXX and I am a second year University of Lethbridge student in the Addictions
Counselling Program, School of Health Sciences In the Spring semester, 2010 (January to April),
we are required to do an internship placement in a community agency for 32 hours a week (4
days) for 13 weeks. The purpose is to develop our professional identity and learn from being in
the field with clients and supervisors. Most of us have had courses in basic interviewing and
counselling, family and group counselling, assessment and health promotion at this stage.
I am interested in your services because
Hence, I am writing to see if you have positions for
students looking for an internship placement If so, I would appreciate having an interview with
you on the phone or in person at your convenience
Our Faculty Liaison, Dr. Bonnie Lee (bonnie.lee@ulcth.ca), will be in touch once we consider
the placement to be a good fit. She will provide you with more details at that time.
Attached is a copy of my CV for your reference and I look forward to hearing from you!
Sincerely,
XXX"
Cold emails,"Sample Email
Dear Ms. Baker,
My name is Jane Davis and I am a MPH candidate at the University of Illinois at Chicago, School of Public
Health I am pursuing a concentration in Global Health and I have worked with UNICEF as a volunteer. I
wanted to reach out to you to discuss the possibility of completing an internship with your organization this
summer working on the Global Health Initiative
I know you are very busy, but I would love to talk to briefly about the opportunities that might be available at
your organization. I am more than willing to accommodate your schedule Please let me know when you are
available
Thank you for your time in advance
Sincerely,
Jane Davis
University of Illinois at Chicago, Master of Public Health Candidate"
Cold emails,"Dear Ms. / Mr.
.
I am interested in being considered for an internship I am currently a first year MBA student at the Penn
State University, Smeal College of Business focusing in (concentration) and (concentration).
My previous work experience has increased my knowledge of (area of knowledge) and has enabled me
to make use of my education in a professional environment I am very serious about my previous (area
of education and work experience) and future career and am eager to learn as much as possible
throughout my Internship I am interested in working for your organization to gain practical experience
and additional knowledge pertaining to my field of study.
My professional and academic background along with my sincere interest of (area of interest), has
enhanced my acknowledgement of (area of interest). As a highly motivated professional, I enjoy the
challenge of complex demanding assignments My well-developed writing and communication skills are
assets to an office environment
I welcome the opportunity to elaborate on how I could make a substantial contribution to your
organization as an intern. I look forward talicing to you soon
Thank you!
Signature
Your Name"
Cold emails,"Hey Jennifer,
I'm reaching out regarding your recent opening for a new social media manager.
I'm sure you're being hit with a lot of resumes. So, instead of just sending you my resume, I've
put together three samples of my work as a social media manager for XYZ and ABC. My hope
is that these samples show that I'm a great fit for the job.
Here are a few samples of previous campaigns I've worked on:
Sample 1
Sample 2
Sample 3
I've been a social media manager for both XYZ (2 years) and ABC (previous year and a half)
and have learned a lot in that time. I believe I have a lot | can contribute to increasing ABZ's
social presence and engagement.
I look forward to hearing what you think of my samples. If I don't receive a reply by Wednesday,
I'll send a quick follow up.
Thank you for your time,
Len"
Cold emails,"Interested un joining your research group
- X A
ones.hoosier@marshallcollege.edu
Interested in joining your research group
Dr. Jones,
My name is Myra Smith and I'm a first-year graduate student in the archaeology program.
I was intrigued by your paper on the contravening impact of reptiles in the antiquities retrieval process. The section on
the psychosomatic aspects of an archaeologist's anathema toward snakes was particularly compelling and inspired: I
cited it in my graduate thesis on the intersection of biology and archaeology.
As an aspiring swashbuckling archeologist with an academic specialization on mythical religious antiquities and
invertebrate avoidance, I would appreciate an opportunity to talk with you about joining your research group for the
upcoming year (and beyond).
My resume is attached and I am available for a chat in person, on Zoom, or over the phone. Please let me know if we
can schedule a time.
Regards,
Myra Smith"
Cold emails,"Olivia moure omooredgstanord.edu
1/11/12
to
Hi
My name is Olivia Moore and I am going to be a senior at Stanford University this fall. I am reaching out to you
because I am interested in full-time job opportunities in venture capital after graduation, and would like to learn more
about
I have an internship in San Francisco this summer, but will be around the Bay Area after my
internship ends from August 10-14, and was wondering if I would be able to briefly visit your office and learn more
about the firm?
I have attached my resume for your review, and would be happy to provide more information or answer any questions
you have. As a summary, I am an Economics major at Stanford with a 4.10 GPA, and have spent my past two summers
working at Goldman Sachs. At Stanford, I founded and run a startup incubator (Cardinal Ventures), work on market
research and due diligence projects for local venture firms as a member of the Stanford Venture Capital Club, and am
responsible for supervising the management of the student government's $18 million endowment.
Thank you for your time."
Cold emails,"Email Content:
Dear Prof. Francois
Please consider my application for the PostDoc position in your research group
Please consider my application for the summer/winter intern position in your research group in online
mode
Currently - working with Prof B Jayram = SCFBie (III Delhi).
Currently I am working as a research intern with Dr. Prashant Singh Rana (www.pszana.com) on NLP.
Please find the cover letter and CV in the attachment
Area of Research: Machine Learning . Data Mining - Parallel Algorithms Protein Folding (CASP)
Next Generation Sequencing (Alternate Splicing Differential Expression) Optimization using
Nature-Inspired Algorithms (GA. DE PSO. ACO).
Skills: R. AWK SED C/C++. Peri Python Shell programming under Linux environment
Bioinformatics Tools( BioConductor, Cufflinks TopHat Bowtie. edgeR. DESeq).
Brief summary of my work:
1. D2N - Distance to Native
This is my major PhD work that focuses on predicting protein structure using machine learning
approaches
Developed web service is available at Click Here
Article published at in BBA Elsevier Click here
2 Toxicity prediction of drug-using physicochemical properties and machine learning
approaches
The Tox-21 challenge inspires this work My team (SCFBio, IIT Delhi) is listed in the
competition, Chck Here
I am available for six\fouritwo months from 1st January 2023
Kindly fix a meeting over Zoom or Google-Meet for further discussion"
Cold emails,"Subject: Finance and Accounting Development Intern Position Fall 2016
Dear Jonathan,
My name is Ernie Interview and I am very interested in the Finance and Accounting
Development Intern position offered in San Ramon, CA I find your program exciting because it
demands specific professional skills in Accounting Finance, and Management My experience
in these areas provides an opportunity for me to display my skills and abilities to Chevron with
the hopes of growing with your organization in the future.
Chevron's high expectations regarding the previously mentioned skills and abilities further
support me as an ideal candidate for the position as I am double majoring in Accounting and
Finance, and I have held key extra-curricular positions in accounting finance, and leadership
The experiences that have contributed to my development that will apply to your Finance and
Accounting position include
President of the Finance Club at California State University Chico
Secretary of Delta Sigma PL Professional Co-ed Fraternity Management
Internship at Target
However, due to my extensive involvement in extra-curricular activities my GPA has been
sacrificed to a small degree, thus making it a 3.26. Although it is not a 3.5 GPA as you prefer, I
can assure you that my desire for excellence and passion for success will truly make up for the
difference To further solidify my claim, Megan Odom at the Career Center has specifically
referred me to you because of her confidence in my drive and abilities. I am kindly asking you
to consider me as a candidate for the position. Please feel free to contact me personally
through this email address, by phone at (555)555-5555, or through the Career Center
Sincerely
Ernie Interview"
Cold emails,"Dr. Jones,
I wanted to follow up to see if you'd had a chance to
look over my email and materials - and given any
consideration to me joining your research group for
the upcoming semester
I know how busy you are so I greatly appreciate the
time and consideration
Thank you,
Myra"
Cold emails,"Dear [NAME],
| saw you are advertising to fill the role of [POSITION]. I'm interested in the
job. It is something I'm passionate about. Rather than just sending you my
CV and cover letter, I decided to [WHAT YOU DID TO STAND OUT]. This
work will hopefully show you why I would be a great candidate for the job.
I'd love to schedule a time to discuss my suitability for the role within the
next fortnight. | will follow up with you on [DAY] if I haven't received a reply
from you before then.
Sincerely,
[YOUR NAME]
[LINKEDIN PROFILE]"
Cold emails,"Dear [NAME],
I'm interested in finding out more about [ROLE].
I'd be a particular asset because I have [NUMBER] years doing [SKILL],
[SKILL] and [SKILL]. Additionally, I'm currently focused mainly on [GOAL],
[GOAL] and [GOAL], and I note that your company [EVIDENCE OF
ALIGNMENT]. I'm also excited about the prospect of working with you
because of [PROOF OF RESEARCH].
I'd love to schedule a time to discuss my suitability for the role within the
next fortnight. I will follow up with you on [DAY] if I haven't received a reply
from you before then.
Sincerely,
[YOUR NAME]
[LINKEDIN PROFILE]"
Cold emails,"Dear [NAME],
I'm emailing you as promised regarding the role of [POSITION]. | know that
work can get very busy and there's a chance you forgot to reply to my last
email. Kindly let me know when you have had a chance to review my
application. | have a job interview with a potential employer next week, but
I'm most interested in the position at [COMPANY].
I look forward to receiving your response.
Best,
[YOUR NAME]
[LINKEDIN PROFILE]"
Cold emails,"Hi [NAME],
I hope you are doing well. I'm planning to move jobs soon. It's been an
amazing [NUMBER] of years at [COMPANY], but | think it's time for new
challenges. I know you are active in this field, and it would be great to get
your insights regarding what opportunities are available at the moment, as
well as to hear the latest from you.
Would you be available to meet up after work for a coffee this week? [DAY]
or [DAY] would be best for me. I know work can get busy. I'll give you a
ring if I haven't heard back from you before [DAY].
Best,
[YOUR NAME]"
Cold emails,"Hi [NAME],
After [NUMBER] years at [COMPANY], I'm currently looking for my next
opportunity to hone my skills and gain experience in [SKILL], [SKILL] and
[SKILL].
| am interested in applying for the position of [POSITION] at [COMPANY]. |
understand that you know [NAME], who is in charge of the hiring process.
It would be a big help if you could introduce me by email or phone to
[NAME OF PERSON] for [THIS REASON]. I think I could offer them
[VALUE].
Please include my Linkedln Profile in your introduction [LINKEDIN PROFILE
LINK].
Thanks in advance
[YOUR NAME]"
Cold emails,"Looking for advice
x
Ben Sardella (kissmetrics.com)
Looking for advice
Hey Ben,
I'm a first time entrepreneur and I just started to build my product. I'm looking for
experts in this space and several of my friends pointed in your direction. So I was
hoping you could give me your feedback before I spent too much time building
something that nobody wants :)
Here's my idea: I have a crawler that crawls millions of websites daily and can see
who started a free trial with Mixpanel almost instantly. Do you think information like
that would be valuable for somebody like KISSmetrics or I'm just wasting my time
here?
Thanks in advance!
- ilya"
Cold emails,"Dear [NAME],
My name is [YOUR NAME]. You graduated a few years ahead of me from
[SCHOOL]. I'm currently working at [COMPANY]. I'm interested in moving
into [INDUSTRY], where you have established yourself.
I'd love to pick your brain about your post-graduation years and how you
ended up in your current job. Would you be open to meeting up? I can, of
course, work around your schedule.
Thanks,
[YOUR NAME]
[LINKEDIN PROFILE]"
Cold emails,"Dear Ms. Graham,
My name is Annie White, and in just a few months, I will be graduating from
Western State University with a degree in journalism. I've enjoyed reading your
features in The Daily Post, both because they're well written and because I also
want to be a feature writer.
I'd love to hear any advice you have for me as I begin my career. Would you be
willing to meet with me over coffee or the phone for 30-45 minutes to discuss this?
I'd also love your input on how I can go about getting an internship or job at The
Daily Post once | graduate.
If you are willing and available to meet, please let me know when would be best for
you. I'm available most mornings, as well as Tuesday and Wednesday afternoons.
I look forward to speaking with you.
Thank you,
Annie White"
Cold emails,"Subject: Amelia Smith - Middle School Vice Principal Application
Dear Mr. Rodriguez,
My name is Amelia Smith, and I recently applied for the middle school vice
principal position at Lakeview Schools. I believe my 12 years of teaching
experience in the sixth, seventh, and eighth grades at Ridgeview Schools and the
three years I've spent as department director have prepared me well for this role.
I
saw the recent News-Press article about the school board's new focus on
discovering and catering to students' unique learning styles. As this is something
I'm also very passionate about and have worked to incorporate into my classrooms
in the past, I got excited about the possibility of getting to use my experience and
skills to further this initiative.
I'd love to talk with you some more about this role and my qualifications. If you'd
be willing to meet with me, please feel free to give me a call at 222-333-4444 or
email me at ameliasmith@email.com to set up a time.
Thank you for your consideration, and I look forward to speaking with you.
Sincerely,
Amelia Smith"
Cold emails,"From:
Subject: Quick favor
Date: October 9, 2017 at 4:25:46 PM EDT
To:
Reply-To:
Hi
:
The most important part of my job as a content strategist is that I solve content
problems that are brought to me by others.
And after the lively Q-and-A discussion that followed my
session on
creating a content style guide, I want to be able to do the same thing for you.
But I don't want to forge ahead creating new tools and trainings, assuming I know
exactly what you need.
So, tell me: What content problems keep you up at night?
(I know your time is valuable; thank you in advance for empowering me to do
better work for you.)
Cheers,
manage your email preferences I unsubscribe"
Cold emails,"Subject: Dave, You Could Conquer the Cubs
Hi Dave,
I couldn't help but notice that you run marketing at Acme Corp. I saw a review you wrote
about how you currently use Widget #2's automation software.
As a Cub's fan, I'm sure you're aware of the marketing machine they've built to get fans and
corporate partners engaged and converted. We were able to help them go from 300 to 30,000
unique site conversions per quarter with our solution.
I'd love a chance to learn about your marketing goals and see if we can get you there faster.
Are you free next Tuesday or Thursday at 11 or 1 CDT? If not, more times here: {calendar
link}
Best,
Jenny Lopez
(773) 867-5309 // Solutions Specialist // Widget #1 Marketing Software // widget1 .com"
Cold emails,"A huge nerd looking for an internship at Nerds'R'Us D
Inbox x
Nurd King <nurd.king@example.com>
9:14 AM (1 hour ago)
to me
Dear Mr. Nurd King
3
My name is Nerd Lee Jr., I'm 19 years old, and a huge nerd As a huge nerd, I've found it very difficult to find a
niche to fit into most of my life Through Nerds' R'Us, I discovered a safe space for me to be myself and talk to
minded people. Your platform helped me tremendously. and I love the vision and mission at Nerds'R'Us
am currently looking for an internship to help build a career in marketing and I noticed you are looking to
expand your marketing department I would be overjoyed if I could receive an internship at Nerds'R'Us.
I enjoy writing and I know the target audience and platform quite well. While I am lacking in terms of technical
skills, I would love to shadow your marketing team, assist in daily activities and upskill myself in the process
I would greatly appreciate it if I could book some of your time for a call at your earliest convenience and learn
more about your hiring process.
Please find attached my resume I am happy to answer any questions you may have.
Thank you.
Best regards,
Nerd Lee Jr."
Cold emails,"Berkeley Undergrad - Corporate Strategy and Business Development Disney Internship
Inbox
x
ROHAN M PUNAMIA
e 11/10/14
to
Hello
My name is Rohan Punamia and I am a junior at UC Berkeley studying business administration. I noticed you work in
Disney's CSBD team and would love to learn more about your experience there!
While at Berkeley, I developed an interest in the consulting and strategy industry through my involvement in consulting
organizations and internship experiences.
Do you have any time to schedule a call?
Also, I've attached my resume below-please - let me know if you have any questions!
Sincerely,
Rohan Punamia
Rohan M. Punamia
PDF
Rohan Punamia R..."
Cold emails,"Message (optional)
I'm Taylor, a Dartmouth '23, and wanted to see if you're open to an unpaid
marketing intern. I've written more than 100 articles for The D, and would
be able to work full-time for 2 months this summer. Hopefully, this would
result in 10K+ monthly visits for you. Does this sound useful for you?
6/ 300"
Cold emails,"5000 Hill Street
Alfred, NY 14802
August 1. 2000
Mr. Bruce Jenner, Designer
Cellular Systems, Inc.
222 Clinton Avenue
Rochester, NY 14626
Dear Mr. Jenner.
I wanted to let you know how much I appreciated meeting with you yesterday morning. The employment opportunities
you described in the sales and marketing departments sound like exciting career opportunities, and a good match for my
skills. I would like to reaffirm my strong interest in both these areas
I have taken your advice and researched Cellular Systems on the Internet Your website was put together well, and the
information I acquired has been enlightening and has served to further pique my interest in becoming a part of the
marketing team. I am impressed with the success of your company.
Again, Mr. Jenner, I appreciate that you have taken personal time to meet with me concerning career opportunities at
Cellular Systems. Thank you for your hospitality and I will keep you informed of my progress.
I
wanted to let you know how much I appreciated meeting with you yesterday morning. The employment opportunities
you described in the sales and marketing departments sound like exciting career opportunities, and a good match for my
skills. I would like to reaffirm my strong interest in both these areas
I have taken your advice and researched Cellular Systems on the Internet. Your website was put together well, and the
information I acquired has been enlightening and has served to further pique my interest in becoming a part of the
marketing team. I am impressed with the success of your company.
I wanted to let you know how much I appreciated meeting with you yesterday morning. The employment opportunities
you described in the sales and marketing departments sound like exciting career opportunities, and a good match for my
skills. I would like to reaffirm my strong interest in both these areas
I have taken your advice and researched Cellular Systems on the Internet. Your website was put together well, and the
information I acquired has been enlightening and has served to further pique my interest in becoming a part of the
marketing team. I am impressed with the success of your company.
Again, Mr. Jenner, I appreciate that you have taken personal time to meet with me concerning career opportunities at
Cellular Systems. Thank you for your hospitality and I will keep you informed of my progress.
Sincerely,
(signature)
Matthew Thompson"
Cold emails,"To,
Mr. Andrew,
432 Smart Street,
London, SS45
Date:
Sub: Job application rejection for Marketing Executive position
Dear Mr. Andrew,
We appreciate your interest in XYZ Pvt. Ltd and for the position of Marketing Executive for
which you applied on (Date:) After reviewing the applications received by us. yours was not
selected for further consideration, as we found you could not meet certain eligibility criterion.
We would like to advise you that from next time when you apply for any job please go through
the eligibility criterion well and submit the correct set of documents which will not mark you as
a careless candidate. The selection committee appreciates the time you invested in your
application.
We wish you every personal and professional success with your job search Thank you, again,
for your interest in our company.
Regards,
Jessy Thompson
HR Manager
XYZ Pvt. Ltd"
